fecha,autor,titulo,texto,enlace,fuente_original,enlace_original
2023-01-24,Jagual Media,Vea aquí el resumen de Noticias con Calle de hoy martes 24 de enero de 2023,"Todas las mañanas, Jay Fonseca te pone al día con las noticias más importantes para Puerto Rico y el mundo.",https://jayfonseca.com/vea-aqui-el-resumen-de-noticias-con-calle-de-hoy-martes-24-de-enero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-01-24,Jagual Media,Subastarán este año remodelación de terminal de lanchas en Ceiba,"El Departamento de Transportación y Obras Públicas informó que trabaja en la finalización de los planos del nuevo terminal de embarcaciones en Ceiba “que debe ser subastado este año”. En la actualidad, solo hay una carpa. Además, se espera que la Autoridad de Transporte Marítimo compre con fondos estatales y federales, cuatro embarcaciones nuevas para pasajeros y carga y  adquiera su primera barcaza; la que se utiliza ahora es alquilada.",https://jayfonseca.com/subastaran-este-ano-remodelacion-de-terminal-de-lanchas-en-ceiba/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/el-dtop-traza-la-ruta-del-2023-para-el-transporte-colectivo/
2023-01-24,Jagual Media,AGP no aspirará a la gobernación,"El exgobernador Alejandro García Padilla dejó claro que no aspirará a la gobernación. Dijoi que “al Partido Popular, en el 2016, lo derrotó el Partido Popular”. Agregó que hay “demasiada gente dentro del partido que quiere ser el presidente sin atreverse a presentarse como candidato”.",https://jayfonseca.com/agp-no-aspirara-a-la-gobernacion/,El Nuevo Día,https://www.elnuevodia.com/noticias/politica/notas/alejandro-garcia-padilla-descarta-postularse-en-la-contienda-electoral-del-2024/
2023-01-24,Jagual Media,Liderato legislativo acude al tribunal para impugnar contrato de LUMA,"A dos meses de haberse firmado la extensión al contrato suplementario con la compañía LUMA Energy, la Cámara de Representantes y el Senado reclamaron la nulidad del acuerdo ante el Tribunal de Título III. El liderato legislativo alegó que la Junta de la Autoridad para las Alianzas Público Privadas (AAPP) de aprobar el contrato sin el aval de los representantes del interés público ni de la Legislatura. En la votación sobre la extensión, los representantes del interés público Eduardo Ferrer y Liza Ortiz, se abstuvieron. ",https://jayfonseca.com/liderato-legislativo-acude-al-tribunal-para-impugnar-contrato-de-luma/,El Vocero,https://www.elvocero.com/gobierno/legislatura/acuden-al-tribunal-para-impugnar-el-contrato-de-luma/article_98b11832-9b86-11ed-aa97-cbbd25595222.html
2023-01-23,Jagual Media,Nueva estructura salarial en el Gobierno estará vigente desde febrero,"La nueva estructura salarial que implementó el gobierno como parte de la reforma del servicio público consta de 25 escalas y comienza con un salario mínimo anual de $19,800 y un máximo anual de hasta $279,900. El ajuste a los empleados de carrera que cualifiquen se reflejará en el pago durante el próximo mes de febrero.",https://jayfonseca.com/nueva-estructura-salarial-en-el-gobierno-estara-vigente-desde-febrero/,El Vocero,https://www.elvocero.com/gobierno/agencias/entre-19-800-y-279-900-la-nueva-estructura-salarial-en-el-gobierno/article_da3f6fca-9aae-11ed-a711-73e50c7f615d.html
2023-01-23,Jagual Media,Más de medio millón de familias no tienen acceso a banda ancha,"Aunque no significa que no tengan algún servicio de Internet, se estima que hay  medio millón de familias que no tienen lo que se clasifica como banda ancha. Hay  municipios como Añasco, Vieques y otros del centro como Corozal, Comerío y Barranquitas, que solo tienen entre un 23% a un 40% de los hogares con acceso a banda ancha. En otros pueblos como Las Marías, San Germán y Cabo Rojo la cantidad de hogares con acceso a internet es del 30% al 48%.",https://jayfonseca.com/mas-de-medio-millon-de-familias-no-tienen-acceso-a-banda-ancha/,El Nuevo Día,https://www.elnuevodia.com/negocios/economia/notas/sin-superar-la-brecha-digital/
2023-01-23,Jagual Media,Gobierno espera que megageneradores y barcazas lleguen antes de la temporada de huracanes,"Aunque las barcazas y megageneradores de emergencia que la Agencia Federal para el Manejo de Emergencia (FEMA, en inglés) prometió traer a la Isla para estabilizar el sistema de energía tras el paso del huracán Fiona aún no han llegado, se espera que estén en la Isla antes de que comience la próxima temporada de huracanes. ",https://jayfonseca.com/gobierno-espera-que-megageneradores-y-barcazas-lleguen-antes-de-la-temporada-de-huracanes/,El Vocero,https://www.elvocero.com/gobierno/agencias/sin-fecha-la-llegada-de-barcazas-y-generadores-de-energ-a-a-puerto-rico/article_d5a1dffe-9ab6-11ed-aafd-1ff3c7b1809b.html
2023-01-23,Jagual Media,Prometen reparaciones en las carreteras,"Cuarenta intersecciones en la zona metropolitana serán modernizadas y equipadas con placas solares este año. En total, se manejarán 155 proyectos “en toda la isla”, para los que Obras Públicas consiguió  un adelanto de $48 millones a través del programa “Working Capital Advance” de la Oficina Central de Recuperación, Reconstrucción y Resiliencia (COR3, en inglés).",https://jayfonseca.com/prometen-reparaciones-en-las-carreteras/,El Nuevo Día ,https://www.elnuevodia.com/noticias/locales/notas/secretaria-del-dtop-ya-hay-tapon-y-va-a-haber-mas-tapon/
2023-01-23,Jagual Media,Departamento de Energía federal no da paso a más proyectos de gas natural,"El Departamento de Energía federal (DOE) descartó dar paso a proyectos adicionales de gas natural, aunque sean proyectos en lo que se integra masivamente la generación de energía con fuentes renovables a la red de la isla.",https://jayfonseca.com/departamento-de-energia-federal-no-da-paso-a-mas-proyectos-de-gas-natural/,Noticel,https://www.noticel.com/article/20230123/gobierno-federal-no-hay-espacio-para-mas-proyectos-de-gas-natural/
2023-01-23,Jagual Media,Escucha aquí el resumen de Noticias con Calle de hoy 23 de enero de 2023,No texto disponible,https://jayfonseca.com/escucha-aqui-el-resumen-de-noticias-con-calle-de-hoy-23-de-enero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-01-23,Jagual Media,Vea aquí el resumen de Noticias con Calle de hoy lunes 23 de enero de 2023,No texto disponible,https://jayfonseca.com/vea-aqui-el-resumen-de-noticias-con-calle-de-hoy-lunes-23-de-enero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-01-23,Cynthia López Cabán,Gobernador veta medida que garantizaba pensiones de empleados de la AEE,"El gobernador Pedro Pierluisi Urrutia vetó una medida que buscaba garantizar el pago de las pensiones de los empleados de la Autoridad de Energía Eléctrica (AEE), fortalecer la estabilidad financiera de la corporación pública y establecer los términos para futuras emisiones de bonos. Pierluisi Urrutia vetó la medida el pasado 13 de enero, dos días antes de que iniciara el veloz proceso de aprobación del polémico contrato que privatizará los activos de generación de energía, que actualmente opera la AEE. El contrato avalado por rojos y azules no contiene una cláusula de patrono sucesor para proteger a los empleados de la corporación pública que pasarían al nuevo operador, entre otros señalamientos. Aunque oficialmente no se ha anunciado al proponente seleccionado, ha trascendido que se trata de Genera PR, un consorcio de nueva creación vinculado a New Fortress Energy, una empresa con una cuestionada trayectoria de desempeño en Puerto Rico. La carta dirigida al presidente del Senado, José Luis Dalmau Santiago e incluida en la agenda o el orden de los asuntos de la sesión de hoy, plantea que el proyecto del Senado 906 choca con los objetivos de la ley federal Promesa. “Reconozco la meritoria intención del P. del S. 906 al procurar proteger las pensiones de nuestros servidores públicos de la Autoridad de Energía Eléctrica (AEE). Sin embargo, la pieza legislativa resulta contraria a PROMESA y el Plan Fiscal Certificado de la AEE. El Plan Fiscal Certificado de la AEE reconoce que el fideicomiso del Sistema de Retiro de los Empleados de la AEE (SRE) enfrenta una significativa escasez de fondos. Específicamente, la AEE acumuló $4 mil millones en pasivos de pensiones, por lo que el Plan Fiscal Certificado de la AEE contempla la adopción de una reforma sostenible para respaldar de forma estructural el pago de las pensiones de los empleados pasados y presentes de la AEE”, apuntó el primer ejecutivo. “La política pública de mi administración es que ningún jubilado actual del gobierno o cualquiera de sus instrumentalidades debe sufrir un recorte en el pago de su pensión. Aunque esta política pública le aplica a los pensionados de la AEE, el PS 906 impide que se reforme el SRE según establecido en el Plan Fiscal Certificado de la AEE. Por otro lado, la medida podría violar la orden de paralización automática de toda reclamación en contra de la AEE y su propiedad mientras la corporación pública se encuentre en el proceso federal de  reestructuración de deuda bajo el Título III de PROMESA”, añadió. El pasado 16 de diciembre la Junta de Control Fiscal sometió al Tribunal Federal un Plan de Ajuste a la Deuda de la AEE, que contempla dos cargos nuevos a los clientes que se extenderían más de tres décadas y propone cambios al actual sistema de retiro de los empleados de la corporación pública.",https://jayfonseca.com/gobernador-veta-medida-que-garantizaba-pensiones-de-empleados-de-la-aee/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-01-23,Cynthia López Cabán,Gobierno emplazará por aviso público a familia de Roberto Clemente para accesar a Ciudad Deportiva,"Luego que el tribunal cuestionó el aparente desinterés del Gobierno, la Administración de Terrenos (AT) radicó hoy una moción solicitando el emplazamiento por edicto de Luis Clemente, presidente de la Ciudad Deportiva Roberto Clemente, como parte de los esfuerzos que realiza para lograr acceso al lugar. La licenciada Evelyn Meléndez Figueroa acompañó su petición con una declaración jurada de Josué Canini Torres, el empleado de la agencia que ha intentado sin éxito emplazar a Clemente y a la secretaria de la corporación, Lillybeth Rosario. También incluyó un borrador del edicto que aparecería en un periódico de circulación nacional. En la declaración jurada Canini Torres detalla al juez Ignacio Morales Gómez del Tribunal de Carolina los esfuerzos que realizó para intentar emplazar a Clemente y a Rosario en sus respectivas residencias. Clemente reside en la urbanización Mansiones de San Martín en San Juan y Rosario en Villas de Torrimar en Guaynabo. Ambas urbanizaciones tiene el acceso controlado. El empleado de la AT indica bajo juramento que visitó ambos lugares el 31 de octubre, el 9 y 28 de noviembre. En el caso de la urbanización Mansiones de San Martín nunca pasó del “intercom” o de la entrada al complejo de viviendas. También trató de comunicarse con Clemente a su celular, pero el hombre no respondió sus llamadas. Después de las fiestas navideñas, el 19 de enero de 2023 Canini Torres volvió a visitar ambos lugares sin lograr autorización para cruzar el umbral de la entrada. Por tanto, la AT solicitó hoy el emplazamiento por edicto para continuar con el trámite, que le permitirá a la agencia continuar con el cambio de titularidad de los terrenos ubicados en Carolina. El pasado 21 de julio el gobernador Pedro Pierluisi Urrutia estampó su firma sobre el Proyecto de la Cámara 489, convirtiéndolo en la Ley 67 de 2022. Este estatuto transfiere la titularidad de los terrenos e instalaciones de la Ciudad Deportiva Roberto Clemente al Departamento de Recreación y Deportes y exige a la AT inspeccionar el lugar para tramitar el cambio de titularidad. El año pasado el Ejecutivo también impuso un cargo especial en el marbete y la tablilla de los vehículos de motor para desarrollar dichos terrenos. Ese cargo obligatorio recaudó unos $14 millones, que se mantienen en una cuenta a la espera de que culmine la controversia legal. Pero mientras el Gobierno procura acceder a los terrenos mediante una demanda en las cortes de Puerto Rico, la familia de Clemente tiene pendiente un pleito contra el Gobierno en el Tribunal Federal. Alega, en esa demanda, que el Gobierno violó la Ley de Marcas al usar sin su autorización el nombre del astro del béisbol en dicho marbete y tablilla conmemorativa.",https://jayfonseca.com/gobierno-emplazara-por-aviso-publico-a-familia-de-roberto-clemente-para-accesar-a-ciudad-deportiva/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-01-20,Cynthia López Cabán,"Contrato para privatizar la generación de energía podría traer aumentos en la factura, según Torres Placa","El contrato para privatizar la operación y el mantenimiento de las plantas de generación de la Autoridad de Energía Eléctrica (AEE) impone una nueva carga económica a la corporación pública, que podría redundar en un aumento en la factura de la luz, advirtió el representante de los consumidores Tomás Torres Placa en su voto disidente. “Mediante este acuerdo, se contrata a un tercero para la operación, mantenimiento y el “decommissioning” de las plantas térmicas existentes de la AEE. Este acuerdo conlleva un pago fijo anual más un pago de incentivos en seis áreas: Eficiencia de Costos Operacionales; Factor de Disponibilidad Equivalente; Cumplimiento en Seguridad; Cumplimiento Ambiental; Desarrollo de Informes; y Ahorro de Combustible. Este costo se une al costo del operador del sistema de transmisión y distribución, lo cual limita los recursos financieros de la AEE para enfrentar sus demás obligaciones, resultando en posibles aumentos en la tarifa”, señaló Torres Placa en la explicación que acompañó su decisión y que la Junta de Gobierno de la AEE hoy colgó en su página de internet. En su voto disidente, el ingeniero argumentó que el acuerdo resulta innecesario porque la AEE invirtió de sus recursos para estabilizar el sistema de producción de energía y tiene un plan para atender los retos que enfrenta ante la fragilidad de su infraestructura. “El grupo ejecutivo de la AEE ha realizado mejoras significativas al sistema de generación lo cual va a ser suplementado por generación de emergencia temporera por FEMA para estabilizar el suplido de energía mientras se realizan trabajos de mantenimiento en las unidades principales de mayor capacidad en la isla, por lo que ya existe una ruta seguir en cuanto al mantenimiento y reparación de las unidades”, apuntaló. La Agencia Federal para el Manejo de Emergencias (FEMA, en inglés) asignó una partida de $9,500 millones para reconstrucción del sistema eléctrico tras el paso de los huracanes Irma y María. También otorgó cerca de $2,000 millones para mejoras de emergencia y recientemente autorizó otros $700 millones para tomar medidas para estabilizar el frágil sistema eléctrico, como establecer barcazas de generación temporeras. Ayer, la Junta de Gobierno de la AEE aprobó el contrato en una reunión que se extendió unas dos horas. El presidente del cuerpo Fernando Gil Enseñat, Carlos Yamín Rivera, Gerardo Lorán-Butrón y Memphis Cabán Rodríguez avalaron el acuerdo para que el consorcio Genera PR, administre las plantas generatrices de la AEE por un término de 10 años en una movida que crearía un monopolio privado en la producción de energía. Solo Torres Placa rechazó el acuerdo y pidió que se divulgara su voto disidente. La aprobación del contrato tomó impulso, luego de que la Junta de Gobierno de la Autoridad para las Alianzas Público Privadas (AAPP) convocara una reunión el domingo para aprobar de forma unánime la transacción. En esa votación, los llamados representantes del interés público, Liza Ortiz Camacho y Eduardo Ferrer Ríos, avalaron el contrato tras incorporar “enmiendas” al acuerdo de administración y operación solicitadas por los líderes legislativos. Pese a que se les conoce como representantes del interés público, ambos abogados fueron recomendados y representan al presidente de la Cámara de Representantes, Rafael “Tatito” Hernández Montañez, y al presidente del Senado, José Luis Dalmau Santiago. Por tanto, la  transacción cuenta con la bendición de la Pava, aunque su reglamento interno rechaza la privatización de servicios esenciales. El presidente cameral y el presidente del Senado inicialmente expresaron reparos ante la transacción, pero la semana pasada revelaron que darían su aval al contrato si se acogían seis recomendaciones, que incluían medidas para bajar la factura de la luz y de protección a los empleados de la AEE para evitar el desplazamiento ocurrido cuando LUMA Energy asumió la administración del sistema de distribución y transmisión de la red eléctrica. Pero conforme afloran detalles del acuerdo, que no exige al operador privado invertir un centavo de su propio capital en la operación, crecen las preocupaciones de que el contrato tenga las mismas deficiencias que el acuerdo de LUMA Energy, que no tiene garras para su fiscalización. En su exposición escrita, el ingeniero Torres Placa también apuntó que el contrato no tenía garantías suficientes para los empleados de la corporación pública, que pasarían al operador privado, aunque ofrecía mejores condiciones que las contenidas en el contrato de LUMA. El director ejecutivo de la AAPP, Fermín Fontanés Gómez, había reconocido que el contrato no contemplaba una cláusula de patrono sucesor. Censuró la falta de transparencia que ha permeado durante el proceso. Mencionó, por ejemplo, que el Negociado de Energía no facilitó un proceso de consulta abierto con participación ciudadana. El Negociado ni siquiera informó que había aprobado el domingo pasado el certificado de cumplimiento, dando el visto bueno al contrato. Ese dato trascendió ayer de manera incidental durante la reunión de la Junta de Gobierno de la AEE. Torres Placa también recalcó que nuevamente la AAPP quedaría a cargo de la administración del contrato a pesar de su falta de pericia y los problemas que ha confrontado para fiscalizar el contrato de LUMA Energy. Ahora el contrato pasa a la Oficina del Gobernador que tiene un plazo de 30 días para la firma. Esta función, según El Vocero, se le delegó a la secretaria de la gobernación, Noelia García Bardales. La Junta de Control Fiscal revisará las últimas enmiendas, pero ya había dado su aval al borrador original. Organizaciones ambientales como Queremos Sol y Cambio han rechazado la transacción, mientras que algunos legisladores del PPD han pedido cuentas a sus líderes por apoyar el contrato. El Movimiento Victoria Ciudadana, el Partido Independentista Puertorriqueño, el Proyecto Dignidad y el representante independiente Luis Raúl Torres también se oponen al contrato, que técnicamente liquidaría la AEE. El rechazo surge, entre otras razones, por la trayectoria de New Fortress Energy, que forma parte del consorcio Genera PR, y no cuenta con experiencia en la administración de un sistema del tamaño de la AEE. También existen señalamientos de conflicto de interés ya que New Fortress tiene un contrato de $1,500 millones para suplir gas natural a la AEE y a la vez mantiene una disputa con la AEE por incumplimiento con dicho contrato. A pesar de que la empresa señaló al periódico El Vocero que ha cumplido con ese acuerdo, la AEE reclama una deuda de $35 millones. Además, ha surgido preocupación porque la transacción daría a la empresa acceso a información de competidores. Mira el documento aquí: ",https://jayfonseca.com/contrato-para-privatizar-la-generacion-de-energia-podria-traer-aumentos-en-la-factura-segun-torres-placa/,Voto Disidente Tomás Torres Placa,https://jayfonseca.com/wp-content/uploads/2023/01/voto-disidente-Torres-Placa.pdf
2023-01-20,Jagual Media,Vea aquí el resumen de Noticias con Calle de hoy viernes 20 de enero de 2023,No texto disponible,https://jayfonseca.com/vea-aqui-el-resumen-de-noticias-con-calle-de-hoy-viernes-20-de-enero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-01-20,Jagual Media,Carreteras firmó relevo de responsabilidad para inaugurar puente atirantado antes de tiempo,"El mismo día en que se inauguró el puente atirantado, el 24 de octubre de 2008, mientras el entonces gobernador Aníbal Acevedo Vilá buscaba la reelección once días después, el entonces director ejecutivo de la Autoridad de Carreteras, Luis Trinidad Garay, firmó un relevo de responsabilidad pública eximiendo a la compañía Las Piedras Construction de “daños que puedan sufrir terceras personas” para poder inaugurar antes de tiempo el puente en Naranjito. Las Piedras Construction presentó una carta a El Nuevo Día en la que la Autoridad de Carreteras autorizó la apertura del puente atirantado antes de tiempo para las elecciones de 2008, a sabiendas de que el trabajo estaba incompleto y que no se había ejecutado una fase final crítica para garantizar su funcionalidad y la seguridad del público. Acevedo Vilá dijo por su parte desconocer sobre esto y aseguró nunca solicitó que se inaugurara la estructura antes de tiempo.",https://jayfonseca.com/carreteras-firmo-relevo-de-responsabilidad-para-inaugurar-puente-atirantado-antes-de-tiempo/,El Nuevo Día,https://www.elnuevodia.com/noticias/locales/notas/las-piedras-construction-admite-que-el-puente-atirantado-de-naranjito-estaba-incompleto/
2023-01-20,Jagual Media,Mujeres son las víctimas principales de los desplazamientos,"De los 6,500 casos por desplazamiento que atendió Ayuda Legal Puerto Rico durante el 2022, el 70% -o 4,550- correspondían a mujeres jefas de familia.Más del 50% de las 6,500 familias asistidas indicaron tener un ingreso anual menor de $15,000.",https://jayfonseca.com/mujeres-son-las-victimas-principales-de-los-desplazamientos/,El Nuevo Día ,https://www.elnuevodia.com/noticias/locales/notas/ayuda-legal-puerto-rico-revela-que-las-mujeres-son-las-victimas-principales-de-los-desplazamientos/
2023-01-20,Jagual Media,Junta Fiscal no evaluará hoy contrato que eliminará a la AEE,"La Junta de Control Fiscal  sostendrá este viernes su primera reunión pública del año, un encuentro en el que no se espera que se discuta el contrato para ceder a un consorcio privado la operación de las unidades generatrices de la Autoridad de Energía Eléctrica (AEE).",https://jayfonseca.com/junta-fiscal-no-evaluara-hoy-contrato-que-eliminara-a-la-aee/,El Nuevo Día ,https://www.elnuevodia.com/noticias/locales/notas/educacion-en-la-agenda-del-nuevo-director-de-la-junta-de-supervision-fiscal-en-su-primera-reunion/
2023-01-20,Jagual Media,Plan Fiscal incluye salvavidas para municipios,"Entre las principales propuestas que contempla el Plan Fiscal está la creación del Fondo de Servicios Esenciales Municipales, para mitigar la eliminación del Fondo de Equiparación. Se trata de $150 millones que provendrían del sobrante del gobierno central. ",https://jayfonseca.com/plan-fiscal-incluye-salvavidas-para-municipios/,El Vocero,https://www.elvocero.com/gobierno/agencias/gobierno-presenta-a-la-junta-su-lista-de-deseos-en-el-nuevo-plan-fiscal/article_2a26014c-9862-11ed-8b6a-2b5b3cc9e9f4.html
2023-01-19,Jagual Media,“Cero Anaudis” promete Carmen Maldonado para presidir el PPD,"La alcaldesa de Morovis, Carmen Maldonado González, oficializó su candidatura a la presidencia del Partido Popular Democrático (PPD) como parte de su intención de convertirse en gobernadora del país durante las elecciones del 2024. Dijo que buscará darle protagonismo a la mujer y “cero Anaudis”, al referirse al sonado caso de corrupción que salpicó al PPD y que tenía como eje al recaudador Anaudi Hernández.",https://jayfonseca.com/cero-anaudis-promete-carmen-maldonado-para-presidir-el-ppd/,Primera Hora,https://www.primerahora.com/noticias/gobierno-politica/notas/alcaldesa-de-morovis-oficializa-su-candidatura-a-la-presidencia-del-ppd/
2023-01-19,Jagual Media,Junta AEE votará esta tarde sobre el contrato de APP generación de energía ,"La Junta de Gobierno de la AEE decidió ayer que hoy tendrán una reunión extraordinaria, a partir de la 1:00 de la tarde, para votar sobre el contrato de la APP de generación de energía. Los representantes del Gobierno opinaron que el contrato para el manejo privado de las 17 unidades generatrices de energía del País no constituye un nuevo monopolio, que se traduzca en aumentos a la tarifa o que suponga inestabilidad en el sistema eléctrico.",https://jayfonseca.com/junta-aee-votara-esta-tarde-sobre-el-contrato-de-app-generacion-de-energia/,El Vocero,https://www.elvocero.com/gobierno/agencias/niegan-monopolio-de-generaci-n-el-ctrica-y-aumento-a-la-tarifa/article_630eba42-979c-11ed-bead-236eef9dbbad.html
2023-01-19,Jagual Media,HIMA puede ir a la quiebra por millonarias deudas,"Mientras empleados denuncian que no hay equipos para hacer cirugías y procedimientos en los hospitales, el Centro Médico del Turabo, Inc., –conglomerado que agrupa a los hospitales HIMA San Pablo en Caguas, Bayamón, Fajardo, Humacao, Cupey, además de las clínicas Nova y Red Médica– confirmó que hace meses está manejando la reestructuración de sus finanzas, ante deudas multimillonarias contraídas con el gobierno y sus suplidores. Aseguraron que aún no han  radicado un proceso de quiebra.Las principales deudas son del gobierno y Triple S. ",https://jayfonseca.com/hima-puede-ir-a-la-quiebra-por-millonarias-deudas/,El Vocero,https://www.elvocero.com/economia/otros/grupo-hima-maneja-sus-finanzas-ante-millonarias-deudas-con-el-gobierno/article_90709030-978f-11ed-9289-5fdba65b5c5b.html
2023-01-19,Jagual Media,Se desconoce si despido de 10 mil personas en Microsoft afectará más su presencia en Puerto Rico ,"Luego de que Microsoft anunciara ayer que cortaría 10,000 puestos de su fuerza laboral global de 221,000 empleados, la empresa informó mediante una portavoz que “a nivel local de Microsoft no se harán expresiones”. La noticia se produce en medio del anunciado cierre de la planta de Microsoft en Humacao, que está supuesto a culminar en 2024 y que impactará a 78 empleados. Pese a esto, Microsoft se ha ido moviendo en los últimos años a que el personal de ventas, apoyo y desarrollo de Puerto Rico sirva a la región de Caribe y Centroamérica.",https://jayfonseca.com/se-desconoce-si-despido-de-10-mil-personas-en-microsoft-afectara-mas-su-presencia-en-puerto-rico/,El Nuevo Día,https://www.elnuevodia.com/negocios/empresas-comercios/notas/incierto-el-impacto-local-de-los-10000-despidos-de-microsoft/
2023-01-19,Cynthia López Cabán,Junta de Gobierno de la AEE aprueba contrato de generación de energía,"La Junta de Gobierno de la Autoridad de Energía Eléctrica (AEE) aprobó hoy el polémico contrato que cede la generación eléctrica del país a un operador privado, que tiene una cuestionada trayectoria de desempeño en Puerto Rico. La decisión no fue unánime. El representante de los consumidores, Tomás Torres Placa, votó en contra, mientras que los otros miembros: el presidente del cuerpo Fernando Gil Enseñat, Carlos Yamín Rivera, Gerardo Lorán-Butrón y Memphis Cabán Rodríguez avalaron el contrato para que el consorcio Genera PR, administre las plantas generatrices de la AEE por un término de 10 años en una movida que crearía un monopolio en la producción de energía. Torres Placa emitió un voto disidente explicativo, que pidió que se divulgara públicamente. “Este contrato aunque es a 10 años contiene cláusulas que a partir del sexto año, a partir del quinto, se pueden revisar los ‘fees'”, indicó Gil Enseñat antes de la votación. Añadió que el contrato contenía bonificaciones y penalidades atadas a seis criterios de cumplimientos, que van desde la eficiencia operacional hasta el ahorro en el combustible. Planteó también que el acuerdo “era la mejor opción para los empleados existentes de la AEE” porque ofrecía mayores garantías que contratos similares y que atendía muchas de las preocupaciones expuestas en los medios de comunicación en los pasados días. La aprobación se realizó con premura, luego de que la Junta de Gobierno de la Autoridad para las Alianzas Público Privadas (AAPP) se convocó el domingo en la mañana para aprobar de forma unánime la transacción. En esa votación, los llamados representantes del interés público, Liza Ortiz Camacho y Eduardo Ferrer Ríos, avalaron el contrato tras incorporar “enmiendas” al acuerdo de administración y operación solicitadas por los líderes legislativos. Pese a que se les conoce como representantes del interés público, ambos abogados fueron recomendados y representan al presidente de la Cámara de Representantes, Rafael “Tatito” Hernández Montañez, y al presidente del Senado, José Luis Dalmau Santiago. Es decir, que esta  transacción cuenta con la bendición de la Pava, aunque su reglamento interno rechaza la privatización de servicios esenciales. Inicialmente el presidente cameral y el presidente del Senado expresaron reparos ante la transacción, pero la semana pasada informaron sorpresivamente que darían su aval al contrato si se acogían sus recomendaciones. La reunión de la Junta de Gobierno de la AEE estaba pautada para la semana entrante, pero ayer a última hora se calendarizó para la tarde de hoy. Hoy, Gil Enseñat indicó que el Negociado de Energía emitió una certificación de cumplimiento aprobando la transacción el pasado domingo, pero el documento no colgó en el portal de la agencia para conocimiento público. La Junta de Control Fiscal también había ofrecido su endoso al acuerdo aunque revisaría las enmiendas incorporadas al borrador original. Todavía no se conocen los pormenores del acuerdo porque se trata de un proceso confidencial, pero ya trascendió que cede la flota de plantas de la AEE al consorcio Genera PR, que incluye a New Fortress Energy, la empresa que construyó el terminal de gas en San Juan sin los permisos de la Comisión Federal Reguladora de Energía (FERC, en inglés). El contrato no contiene una cláusula de patrono sucesor. Por tanto, no otorgaría garantías a los empleados de la AEE y abriendo la puerta a que se repitan los desplazamientos que dieron al inicio del contrato de LUMA Energy, que administra la red de transmisión y distribución. Tampoco exigirá al operador privado invertir de su capital en la operación y administración de las generatrices. Además, New Fortress Energy mantiene una disputa con la AEE por incumplimiento con un contrato para proveer gas a la corporación pública. Pese a que New Fortress señaló ayer al periódico El Vocero que ha cumplido con ese acuerdo, la AEE reclama una deuda de $35 millones. Esa relación contractual con la AEE plantea un posible conflicto de interés porque otorga el acuerdo a un contratista, que mantiene un contrato por $1,500 millones con la corporación pública. También ha surgido preocupación porque la transacción daría a la empresa acceso a información de competidores. El secretario de Estado, Omar Marrero Díaz, y los líderes legislativos dijeron el martes pasado en el programa   (WAPA-TV), que estos asuntos se habían atendido en el contrato. Organizaciones ambientales como Queremos Sol y Cambio han rechazado la transacción, mientras que algunos legisladores del PPD han pedido cuentas a sus líderes por apoyar el contrato. El Movimiento Victoria Ciudadana, el Partido Independentista Puertorriqueño, el Proyecto Dignidad y el representante independiente Luis Raúl Torres Cruz también se oponen al contrato, que técnicamente liquidaría la AEE. Actualmente la AEE produce el 80% de la generación a través de combustibles fósiles e hidroeléctricas, la empresa AES produce el 7.3% a través de carbón, EcoEléctrica 8.5% con gas natural y un 4.2% se produce a través de alternativas renovables.",https://jayfonseca.com/junta-de-gobierno-de-la-aee-aprueba-contrato-de-generacion-de-energia/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
2023-01-19,Jagual Media,Escucha aquí el resumen de Noticias con Calle de hoy jueves 19 de enero de 2023,No texto disponible,https://jayfonseca.com/escucha-aqui-el-resumen-de-noticias-con-calle-de-hoy-jueves-19-de-enero-de-2023/,Jagual Media es Fuente Original,Jagual Media es Fuente Original
